,0,1
6109,"['제', '생일', '은', '시', '월', '이에요']",9
6110,"['(', 'SN', ':', '엄마', ')', '생일', '에', '맛있다', '거', '먹다', '갈다', '거래', '요']",9
6111,"['어제', '할머니', '생신', '이', '셔', '서', '파티', '하다']",9
6112,"['이번', '주', '토요일', '은', '(', 'NO', ':', '아빠', ')', '생일', '이에요']",9
6113,"['아빠', '생일', '이어서', '생일', '카드', '써다']",9
6114,"['조립', '하다', '어렵다', '레고', '도', '고모', '는', '척척', '만들다', '줄다']",9
6115,"['고모', '가', '열', '살', '생일', '선물', '로', '제', '가', '제일', '갖다', '싶다', '레고', '를', '사주다']",9
6116,"['삼촌', '은', '나이', '가', '서른', '살이', '넘다', '결혼', '은', '하다', '않다']",9
6117,"['우리', '집다', '고양이', '를', '키우다']",9
6118,"['밥', '먹다', '하래', '이', '거', '다', '정리', '하다']",9
6119,"['이모', '는', '중학교', '영어', '선생님', '이에요']",9
6120,"['나다', '모르다', '엄마', '한테', '물어', '보다']",9
6121,"['나', '숙제', '하다', '해', '방해', '하다', '마']",9
6122,"['나', '이', '거', '볼', '거야', '조용하다', '해']",9
6123,"['우리', '이모', '는', '미국', '살', '아']",9
6124,"['나다', '하다', '나다', '해보다', '싶다']",9
6125,"['제', '동생', '은', '제', '말', '을', '자다', '안', '들다']",9
6126,"['엄마', '가', '밥', '먹다', '빨리', '나오다']",9
6127,"['이', '거', '내', '거', '잖다', '만', '지지', '마']",9
6128,"['저', '는', '엄마', '도', '좋다', '아빠', '도', '좋다']",9
6129,"['삼촌', '이', '오시', '면', '제', '방', '에서', '같이', '게임', '하다']",9
6130,"['삼촌', '방', '에', '가면', '컴퓨터', '가', '크다', '게', '있다']",9
6131,"['저', '랑', '제', '동생', '은', '쌍둥이', '에요']",9
6132,"['아빠', '는', '주말', '에', '저', '랑', '자다', '놀다']",9
6133,"['맛있다', '나다', '하다', '입', '만']",9
6134,"['엄마', '가', '티비', '보다', '되다', '진짜']",9
6135,"['우리', '할머니', '는', '시골', '에', '사다']",9
6136,"['우리', '아빠', '는', '은행', '에서', '일해']",9
6137,"['삼촌', '이랑', '레고', '만들다', '게', '좋다']",9
6138,"['시끄럽다', '떠들다', '얄밉다']",9
6139,"['저', '랑', '제', '동생', '은', '세', '살', '차이', '가', '나요']",9
6140,"['우리', '아빠', '는', '회사원', '이에요']",9
6141,"['나', '는', '주말', '에', '아빠', '랑', '캐치', '볼', '을', '해']",9
6142,"['이모', '는', '게임', '하다', '걸', '싫어하다', '이모', '집', '에', '가면', '게임', '을', '실컷', '하다', '수', '있다']",9
6143,"['저', '는', '여동생', '이', '두', '명', '있다']",9
6144,"['저', '는', '남동생', '이', '하다', '명', '있다']",9
6145,"['동생', '이', '생기', '면', '잘', '하다', '줄', '거', '예요']",9
6146,"['저', '는', '엄마', '가', '제일', '좋다']",9
6147,"['할아버지', '는', '머리', '가', '하', '얘', '요']",9
6148,"['삼촌', '은', '기타', '를', '자다', '치다']",9
6149,"['할아버지', '는', '책', '을', '보다', '때', '돋보기', '를', '써다']",9
6150,"['나', '지금', '숙제', '하고', '있다']",9
6151,"['저', '는', '동생', '한테', '재미있다', '동화책', '을', '자주', '읽다']",9
6152,"['할머니', '네', '집', '근처', '에', '바다', '가', '있다', '자주', '놀다', '가요']",9
6153,"['저희', '는', '할머니', '랑', '같이', '살다']",9
6154,"['우리', '집', '에', '강아지', '가', '두', '마리', '있다']",9
6155,"['저', '는', '동생', '이', '가끔', '미우다', '때', '가', '있다']",9
6156,"['나', '는', '여동생', '이', '있다']",9
6157,"['하다', '달', '에', '하다', '번', '수원', '할머니', '네', '집', '에', '가요']",9
6158,"['우리', '가족', '은', '엄마', '아빠', '나', '세', '명', '이에요']",9
6159,"['너', '숙제', '다', '하다', '게임', '하다', '돼다']",9
6160,"['이모', '는', '저', '랑', '자다', '놀다', '주다']",9
6161,"['여름', '방학', '때', '울산', '이', '모집', '에', '놀다', '갈다', '거', '에요']",9
6162,"['우리', '엄마', '가', '세상', '에서', '제일', '예쁘다']",9
6163,"['삼촌', '은', '내', '가', '말', '하다', '거', '다', '들다', '주다']",9
6164,"['할머니', '는', '희다', '머리', '가', '많다']",9
6165,"['맨날', '내', '말', '따르다', '공부', '하다', '방해', '하다']",9
6166,"['저', '는', '할머니', '외할아버지', '랑', '같이', '살다']",9
6167,"['너', '지금', '나', '때리다', '엄마', '한테', '이르다', '거야']",9
6168,"['(', 'NO', ':', '우리', '가족', '은', '네', '명', '이에요', ')']",9
6169,"['삼촌', '이', '이번', '주말', '에', '숙모', '가', '되다', '분과', '같이', '오다', '하다']",9
6170,"['우리', '삼촌', '은', '베트남', '에', '있다']",9
6171,"['이', '책', '다', '보다', '이제', '내', '가', '보다', '돼다']",9
6172,"['놀이터', '갈래', '엄마', '한테', '물어보다']",9
6173,"['고모', '랑', '주말', '마다', '레고', '하다', '게', '너무', '재미있다']",9
6174,"['내', '동생', '은', '유치원', '다니다']",9
6175,"['할머니', '는', '희다', '머리', '가', '많다', '염색', '을', '해', '요']",9
6176,"['할아버지', '랑', '문구점', '같이', '가기', '로', '약속', '하다']",9
6177,"['우리', '엄마', '는', '선생님', '이야']",9
6178,"['이모', '집', '에', '(', 'NO', ':', '가면', ')', '제', '가', '좋아하다', '삼촌', '들', '과', '놀', '수', '있다', '벌써', '부터', '기대다', '요']",9
6179,"['우리', '가족', '은', '네', '명', '이야']",9
6180,"['할아버지', '는', '희다', '머리', '가', '많다', '눈', '이', '나쁘다', '안경', '을', '써다']",9
6181,"['엄마', '가', '학교', '에', '데리다', '오다', '때', '가', '너무', '기다리다']",9
6182,"['우리', '집', '에는', '이모', '가', '주신', '고양이', '가', '두', '마리', '있다']",9
6183,"['고모', '랑', '게임', '하다', '게', '재밌다']",9
6184,"['저희', '는', '말티즈', '하다', '마리', '를', '키우다']",9
6185,"['이', '책', '다', '보다', '이제', '내', '가', '보다', '돼다']",8
6186,"['나', '지금', '숙제', '하고', '있다']",8
6187,"['(', 'SP', ':', '어', ')', '제', '가', '우', '(', 'SP', ':', '리', ')', '아빠', '생일', '이다']",8
6188,"['오늘', '은', '우리', '엄마', '생일', '이에요']",8
6189,"['(', 'SP', ':', '내', ')', '일', '내', '동생', '생일', '이에요']",8
6190,"['어제', '할머니', '생신', '이', '셔', '서', '파티', '하다']",8
6191,"['그저께', '할아버지', '생신', '파티', '하다']",8
6192,"['나', '숙제', '하다', '해', '방해', '하다', '마']",8
6193,"['내', '동생', '은', '겨울', '에', '태어나다']",8
6194,"['(', 'SP', ':', '밥', ')', '먹다', '하래', '이', '거', '다', '정리', '하다']",8
6195,"['엄마', '생일', '에', '맛있다', '거', '먹다', '갈다', '거래', '요']",8
6196,"['(', 'SP', ':', '제', ')', '생일', '은', '시월', '이에요']",8
6197,"['나다', '하다', '나다', '(', 'SP', ':', '해', ')', '보고', '싶다']",8
6198,"['나다', '보여주다', '한번', '만', '해', '보다']",8
6199,"['이모', '생일', '이어서', '케이크', '사다']",8
6200,"['(', 'SP', ':', '이', ')', '모네', '갈다', '거', '예요', '이모', '부', '(', 'SP', ':', '생', ')', '신다']",8
6201,"['너', '숙제', '다', '하다', '게임', '하다', '돼다']",8
6202,"['다음', '주', '에', '할아버지', '생신', '이래', '요']",8
6203,"['할머니', '생신', '은', '다음', '달이다']",8
6204,"['나', '이', '거', '볼', '거야', '조용하다', '해']",8
6205,"['엄마', '가', '밥', '먹다', '빨리', '나오다']",8
6206,"['너', '지금', '나', '때리다', '엄마', '한테', '이르다', '거야']",8
6207,"['아빠', '생일', '이어서', '생일', '카드', '써다']",8
6208,"['엄마', '가', '티비', '보다', '되다', '진짜']",8
6209,"['나다', '모르다', '엄마', '한테', '물어', '보다']",8
6210,"['이번', '주', '토요일', '은', '아빠', '생일', '이에요']",8
6211,"['이', '거', '내', '거', '잖다', '만', '지지', '마']",8
6212,"['맛있다', '나다', '하다', '입', '만']",8
6213,"['놀이터', '갈래', '엄마', '한테', '물어보다']",8
6214,"['우리', '아빠', '는', '회사원', '이에요']",8
6215,"['할머니', '는', '아직도', '저', '를', '애기', '라고', '불다']",8
6216,"['할아버지', '는', '머리', '가', '하', '얘', '요']",8
6217,"['엄마', '가', '자전거', '어떻다', '타다', '가르치다', '주다']",8
6218,"['할아버지', '는', '희다', '머리', '가', '많다', '눈', '이', '나쁘다', '안경', '을', '써다']",8
6219,"['고모', '네', '집다', '우리', '집', '이랑', '(', 'SP', ':', '하', ')', '가깝다', '자주', '놀다', '가요']",8
6220,"['삼촌', '이', '오시', '면', '제', '방', '에서', '같이', '게임', '하다']",8
6221,"['이모', '는', '저', '랑', '자다', '놀다', '주다']",8
6222,"['삼촌', '은', '기타', '를', '자다', '치다']",8
6223,"['고모', '랑', '게임', '하다', '게', '재밌다']",8
6224,"['저', '랑', '제', '동생', '은', '쌍둥이', '예요']",8
6225,"['우리', '아빠', '는', '은행', '에서', '일해']",8
6226,"['우리', '엄마', '가', '세상', '에서', '제일', '예쁘다']",8
6227,"['동생', '이', '생기', '면', '잘', '하다', '줄', '거', '예요']",8
6228,"['내', '동생', '은', '맨날', '귀찮다', '졸졸', '쫓다', '다니다']",8
6229,"['우리', '엄마', '는', '키', '가', '작고', '안경', '을', '써다']",8
6230,"['빠', '랑', '자기', '전', '에', '침대', '에서', '(', 'SP', ':', '읽다', ')', '책', '읽다', '게', '좋다']",8
6231,"['존', '은', '딸', '이', '둘', '이', '있다', '둘', '이', '쌍둥이', '예요']",8
6232,"['저희', '는', '할머니', '랑', '같이', '살다']",8
6233,"['우리', '가족', '은', '엄마', '아빠', '나', '세', '명', '이', '요']",8
6234,"['이모', '집', '에', '가면', '제', '가', '좋아하다', '사촌', '들', '과', '놀', '수', '있다', '벌써', '부터', '기대', '돼다']",8
6235,"['제', '동생', '은', '제', '말', '을', '자다', '안', '들다']",8
6236,"['삼촌', '방', '에', '가면', '컴', '(', 'SP', ':', '퓨', ')', '터', '가', '크다', '게', '있다']",8
6237,"['그래서', '이름', '부르다', '때', '맨날', '헷갈리다']",8
6238,"['우리', '삼촌', '은', '베트남', '에', '있다']",8
6239,"['우리', '집', '에는', '이모', '가', '주신', '고양이', '가', '두', '마리', '있다']",8
6240,"['엄마', '는', '게임', '하다', '걸', '싫어하다', '이모', '집', '에', '가면', '게임', '을', '실컷', '하다', '수', '있다']",8
6241,"['쌍둥이', '라서', '그렇다', '둘', '이', '정말', '똑같이', '생기다']",8
6242,"['저', '는', '엄마', '가', '제일', '좋다']",8
6243,"['할머니', '댁', '에', '가면', '맛있다', '걸', '많이', '먹다', '수', '있다', '좋다']",8
6244,"['할아버지', '랑', '문구점', '같이', '가기', '로', '약속', '하다']",8
6245,"['엄마', '랑', '삼촌', '은', '남매', '사다']",8
6246,"['고모', '네', '집', '에', '가면', '사촌', '동생', '이랑', '같이', '놀다', '재밌다']",8
6247,"['여름', '방학', '에', '울산', '이모', '집', '에', '놀다', '갈다', '거', '예요']",8
6248,"['우리', '할머니', '가', '(', 'SP', ':', '이', ')', '이', '모자', '뜨개질', '로', '만들다', '거', '예요']",8
6249,"['이모', '는', '엄마', '보다', '나이', '가', '많다', '엄마', '랑', '많이', '닮다']",8
6250,"['우리', '집', '에', '강아지', '가', '두', '마리', '있다']",8
6251,"['하다', '달', '에', '하다', '번', '수원', '할머니', '네', '집', '에', '가요']",8
6252,"['할아버지', '는', '책', '을', '보다', '때', '돋보기', '를', '써다']",8
6253,"['아빠', '는', '저', '랑', '동생', '한테', '장난', '을', '많이', '치다']",8
6254,"['우리', '가족', '은', '네', '명', '이에요']",8
6255,"['아빠', '회사', '가', '명동', '에', '있다', '주말', '에', '놀다', '간', '적', '있다']",8
6256,"['이모', '는', '중학교', '영어', '선생님', '이에요']",8
6257,"['할아버지', '댁', '은', '바닷가', '라서', '여름', '에', '가면', '물놀이', '를', '하다', '놀다']",8
6258,"['저', '도', '아빠', '닮다', '그렇다', '키', '가', '크다']",8
6259,"['내', '동생', '은', '유치원', '다니다']",8
6260,"['엄마', '뱃속', '에', '동생', '이', '있다', '다음', '달', '에', '동생', '이', '태어나다']",8
6261,"['할머니', '는', '희다', '머리', '가', '많다', '염색', '을', '해', '요']",8
6262,"['삼촌', '은', '나이', '가', '서른', '살이', '넘다', '결혼', '은', '하다', '않다']",8
6263,"['우리', '이모', '는', '미국', '사', '아']",8
6264,"['일학년', '때', '는', '아빠', '가', '아침', '에', '학교', '갈다', '때', '같이', '가다']",8
6265,"['(', 'SP', ':', '저', ')', '늘다', '엄마', '도', '좋다', '아빠', '도', '좋다']",8
6266,"['삼촌', '이', '이번', '주말', '에', '숙모', '가', '되다', '분과', '같이', '오다', '하다']",8
6267,"['조립', '하다', '어렵다', '레고', '도', '고모', '가', '척척', '만들다', '줄다']",8
6268,"['삼촌', '은', '내', '가', '말', '하다', '거', '다', '만들다', '주다']",8
6269,"['저', '는', '할머니', '외할아버지', '랑', '같이', '살다']",8
6270,"['아빠', '는', '주말', '에', '저', '랑', '자다', '놀다']",8
6271,"['삼촌', '이랑', '레고', '만들다', '게', '좋다']",8
6272,"['나', '는', '주말', '에', '아빠', '랑', '캐치', '볼', '을', '해']",8
6273,"['고모', '는', '우리', '아빠', '한테', '오빠', '라고', '불다']",8
6274,"['우리', '엄마', '는', '화장', '안', '해도', '예쁘다']",8
6275,"['우리', '할머니', '는', '요리', '를', '자다', '하다']",8
6276,"['제', '동생', '은', '제', '물건', '을', '자꾸', '가져가다']",8
6277,"['고모', '가', '열', '살', '생일', '선물', '로', '제', '가', '제일', '갖다', '싶다', '레고', '를', '사주다']",8
6278,"['할머니', '집', '에', '놀다', '갈다', '때', '마다', '(', 'SN', ':)', '제', '가', '좋아하다', '음식', '을', '많이', '만들다', '줄다']",8
6279,"['저', '랑', '제', '동생', '은', '세', '살', '차이', '가', '나요']",8
6280,"['저', '는', '남동생', '이', '하다', '명', '있다']",8
6281,"['우리', '할머니', '는', '시골', '에', '사다']",8
6282,"['맨날', '내', '말', '따르다', '공부', '하다', '방해', '하다']",8
6283,"['고모', '랑', '주말', '마다', '레고', '하다', '게', '너무', '재미있다']",8
6284,"['저', '는', '여동생', '이', '두', '명', '있다']",8
6285,"['우리', '집다', '고양이', '를', '키우다']",8
6286,"['엄마', '가', '학교', '에', '데리다', '오다', '때', '가', '너무', '기다리다', '(', 'SP', ':', '지다', ')']",8
6287,"['나', '는', '여동생', '이', '있다']",8
6288,"['할머니', '는', '희다', '머리', '가', '많다']",8
6289,"['저희', '는', '말티즈', '하다', '마리', '를', '키우다']",8
6290,"['우리', '아빠', '는', '웃음', '소리', '가', '되게', '크다']",8
6291,"['저', '는', '동생', '이', '가끔', '미우다', '때', '가', '있다']",8
6292,"['이모', '는', '강아지', '를', '세', '마리나', '키우다', '엄청', '귀엽다']",8
6293,"['우리', '아빠', '는', '키', '가', '크다']",8
6294,"['할머니', '네', '집', '근처', '에', '바다', '가', '있다', '자주', '놀다', '가요']",8
6295,"['저', '는', '동생', '한테', '재미있다', '동화책', '을', '자주', '읽다']",8
6296,"['다음', '주', '에', '할아버지', '생신', '이래', '요']",8
6297,"['이모', '네', '갈다', '거', '예요', '이모', '부', '생신', '이래', '요']",8
6298,"['그저께', '할아버지', '생신', '파티', '하다']",8
6299,"['엄마', '생일', '에', '맛있다', '거', '먹다', '갈다', '거래', '요']",8
6300,"['어제', '가', '우리', '아빠', '생일', '이다']",8
6301,"['내', '동생', '은', '겨울', '에', '태어나다']",8
6302,"['오늘', '은', '우리', '엄마', '생일', '이에요']",8
6303,"['어제', '할머니', '생신', '이', '셔', '서', '파티', '하다']",8
6304,"['이번', '주', '토요일', '은', '아빠', '생일', '이에요']",8
6305,"['제', '생일', '은', '시', '월', '이에요']",8
6306,"['내일', '내', '동생', '생일', '이에요']",8
6307,"['할머니', '생신', '은', '다음', '달이다']",8
6308,"['이모', '생일', '이어서', '케이크', '사다']",8
6309,"['아빠', '생일', '이어서', '생일', '카드', '써다']",8
6310,"['엄마', '가', '학교', '에', '데리다', '오다', '때', '가', '너무', '기다리다']",8
6311,"['우리', '엄마', '는', '선생님', '이야']",8
6312,"['나', '이', '거', '볼', '거야', '조용하다', '해']",8
6313,"['엄마', '가', '티비', '보다', '되다', '진짜']",8
6314,"['우리', '삼촌', '은', '베트남', '에', '있다']",8
6315,"['저', '는', '엄마', '도', '좋다', '아빠', '도', '좋다']",8
6316,"['우리', '집', '에', '강아지', '가', '두', '마리', '있다']",8
6317,"['우리', '할머니', '가', '이', '모자', '뜨개질', '로', '만들다', '거', '예요']",8
6318,"['아빠', '는', '주말', '에', '저', '랑', '자다', '놀다']",8
6319,"['쌍둥이', '라서', '그렇다', '둘', '이', '정말', '똑같이', '생기다']",8
6320,"['엄마', '가', '밥', '먹다', '빨리', '나오다']",8
6321,"['놀이터', '갈래', '엄마', '한테', '물어보다']",8
6322,"['맨날', '내', '말', '따르다', '공부', '하다', '방해', '하다']",8
6323,"['고모', '가', '열', '살', '생일', '선물', '로', '제', '가', '제일', '갖다', '싶다', '레고', '를', '사주다']",8
6324,"['엄마', '뱃속', '에', '동생', '이', '있다', '다음', '달', '에', '동생', '이', '태어나다']",8
6325,"['저', '는', '할머니', '외할아버지', '랑', '같이', '살다']",8
6326,"['삼촌', '은', '딸', '이', '두', '명', '있다', '둘', '이', '쌍둥이', '예요']",8
6327,"['할머니', '는', '희다', '머리', '가', '많다', '염색', '을', '해', '요']",8
6328,"['할아버지', '는', '머리', '가', '하', '얘', '요']",8
6329,"['우리', '엄마', '는', '키', '가', '작고', '안경', '을', '써다']",8
6330,"['고모', '네', '집다', '우리', '집', '이랑', '가깝다', '자주', '놀다', '가요']",8
6331,"['나', '지금', '숙제', '하고', '있다']",8
6332,"['제', '동생', '은', '제', '물건', '을', '자꾸', '가져가다']",8
6333,"['저', '는', '엄마', '가', '제일', '좋다']",8
6334,"['할머니', '집', '에', '놀다', '갈다', '때', '마다', '제', '가', '좋아하다', '음식', '을', '많이', '만들다', '줄다']",8
6335,"['할아버지', '는', '희다', '머리', '가', '많다', '눈', '이', '나쁘다', '안경', '을', '써다']",8
6336,"['동생', '이', '생기', '면', '잘', '하다', '줄', '거', '예요']",8
6337,"['하다', '달', '에', '하다', '번', '수원', '할머니', '네', '집', '에', '가요']",8
6338,"['엄마', '가', '자전거', '어떻다', '타다', '가르치다', '주다']",8
6339,"['삼촌', '이랑', '레고', '만들다', '게', '좋다']",8
6340,"['이모', '는', '저', '랑', '자다', '놀다', '주다']",8
6341,"['고모', '랑', '게임', '하다', '게', '재미있다']",8
6342,"['우리', '가족', '은', '엄마', '아빠', '나', '세', '명', '이', '요']",8
6343,"['우리', '집다', '고양이', '를', '키우다']",8
6344,"['삼촌', '이', '오시', '면', '제', '방', '에서', '같이', '게임', '하다']",8
6345,"['조립', '하다', '어렵다', '레고', '도', '고모', '가', '척척', '만들다', '줄다']",8
6346,"['저희', '는', '할머니', '랑', '같이', '살다']",8
6347,"['저', '는', '여동생', '이', '두', '명', '있다']",8
6348,"['할머니', '네', '집', '근처', '에', '바다', '가', '있다', '자주', '놀다', '가요']",8
6349,"['나다', '하다', '나다', '해보다', '싶다']",8
6350,"['삼촌', '방', '에', '가면', '컴퓨터', '가', '크다', '게', '있다']",8
6351,"['할아버지', '댁', '은', '바닷가', '라서', '여름', '에', '가면', '물놀이', '를', '하다', '놀다']",8
6352,"['고모', '네', '집', '에', '가면', '사촌', '동생', '이랑', '같이', '놀다', '재밌다']",8
6353,"['우리', '가족', '은', '네', '명', '이에요']",8
6354,"['여름', '방학', '때', '울산', '이', '모집', '에', '놀다', '갈다', '거', '에요']",8
6355,"['아빠', '랑', '자기', '전', '에', '침대', '에서', '책', '읽다', '게', '좋다']",8
6356,"['너', '지금', '나', '때리다', '엄마', '한테', '이르다', '거야']",8
6357,"['우리', '아빠', '는', '키', '가', '크다']",8
6358,"['내', '동생', '은', '유치원', '다니다']",8
6359,"['할머니', '는', '희다', '머리', '가', '많다']",8
6360,"['우리', '아빠', '는', '은행', '에서', '일해']",8
6361,"['저', '도', '아빠', '닮다', '그렇다', '키', '가', '크다']",8
6362,"['삼촌', '이', '이번', '주말', '에', '숙모', '가', '되다', '분과', '같이', '오다', '하다']",8
6363,"['너', '숙제', '다', '하다', '게임', '하다', '돼다']",8
6364,"['나', '는', '여동생', '이', '있다']",8
6365,"['우리', '가족', '은', '네', '명', '이야']",8
6366,"['저', '는', '남동생', '이', '하다', '명', '있다']",8
6367,"['엄마', '는', '게임', '하다', '걸', '싫어하다', '이모', '집', '에', '가면', '게임', '을', '실컷', '하다', '수', '있다']",8
6368,"['이', '책', '다', '보다', '이제', '내', '가', '보다', '돼다']",8
6369,"['시끄럽다', '떠들다', '얄밉다']",8
6370,"['고모', '는', '우리', '아빠', '한테', '오빠', '라고', '불다']",8
6371,"['우리', '할머니', '는', '시골', '에', '사다']",8
6372,"['저희', '는', '말티즈', '하다', '마리', '를', '키우다']",8
6373,"['아빠', '는', '저', '랑', '동생', '한테', '장난', '을', '많이', '치다']",8
6374,"['할아버지', '랑', '문구점', '같이', '가기', '로', '약속', '하다']",8
6375,"['이모', '는', '엄마', '보다', '나이', '가', '많다', '엄마', '랑', '많이', '닮다']",8
6376,"['그래서', '이름', '부르다', '때', '맨날', '헷갈리다']",8
6377,"['이모', '는', '중학교', '영어', '선생님', '이에요']",8
6378,"['엄마', '랑', '삼촌', '은', '남매', '사다']",8
6379,"['우리', '아빠', '는', '회사원', '이에요']",8
6380,"['이', '거', '내', '거', '잖다', '만', '지지', '마']",8
6381,"['맛있다', '나다', '하다', '입', '만']",8
6382,"['우리', '할머니', '는', '요리', '를', '자다', '하다']",8
6383,"['나', '는', '주말', '에', '아빠', '랑', '캐치', '볼', '을', '해']",8
6384,"['고모', '랑', '주말', '마다', '레고', '하다', '게', '너무', '재미있다']",8
6385,"['할머니', '댁', '에', '가면', '맛있다', '걸', '많이', '먹다', '수', '있다', '좋다']",8
6386,"['저', '랑', '제', '동생', '은', '세', '살', '차이', '가', '나요']",8
6387,"['할머니', '는', '아직도', '저', '를', '애기', '라고', '불다']",8
6388,"['엄마', '는', '저', '한테', '항상', '양보', '하', '라고', '하다', '동생', '편', '만', '들다']",8
6389,"['우리', '아빠', '는', '웃음', '소리', '가', '되게', '크다']",8
6390,"['우리', '엄마', '가', '세상', '에서', '제일', '예쁘다']",8
6391,"['밥', '먹다', '하래', '이', '거', '다', '정리', '하다']",8
6392,"['삼촌', '은', '기타', '를', '자다', '치다']",8
6393,"['아빠', '회사', '가', '명동', '에', '있다', '주말', '에', '놀다', '간', '적', '이', '있다']",8
6394,"['저', '는', '동생', '한테', '재미있다', '동화책', '을', '자주', '읽다']",8
6395,"['할아버지', '는', '책', '을', '보다', '때', '돋보기', '를', '써다']",8
6396,"['저', '랑', '제', '동생', '은', '쌍둥이', '예요']",8
6397,"['제', '동생', '은', '제', '말', '을', '자다', '안', '들다']",8
6398,"['이모', '집', '에', '가면', '제', '가', '좋아하다', '사촌', '들', '과', '놀', '수', '있다', '벌써', '부터', '기대', '돼다']",8
6399,"['이모', '는', '강아지', '를', '세', '마리나', '키우다', '엄청', '귀엽다']",8
6400,"['삼촌', '은', '내', '가', '말', '하다', '거', '다', '만들다', '주다']",8
6401,"['나', '숙제', '하다', '해', '방해', '하다', '마']",8
6402,"['우리', '엄마', '는', '화장', '안', '해도', '예쁘다']",8
6403,"['우리', '집', '에는', '이모', '가', '주신', '고양이', '가', '두', '마리', '있다']",8
6404,"['나다', '모르다', '엄마', '한테', '물어', '보다']",8
6405,"['나다', '보여주다', '한번', '만', '해', '보다']",8
6406,"['삼촌', '은', '나이', '가', '서른', '살이', '넘다', '결혼', '은', '하다', '않다']",8
6407,"['일학년', '때', '는', '아빠', '가', '아침', '에', '학교', '갈다', '때', '같이', '있다']",8
6408,"['저', '는', '동생', '이', '가끔', '미우다', '때', '가', '있다']",8
6409,"['내', '동생', '은', '맨날', '귀찮다', '(', 'SP', ':)', '졸졸', '쫓다', '다니다']",8
6410,"['우리', '이모', '는', '미국', '살', '아']",8
6411,"['저', '는', '여동생', '두', '명', '있다']",10
6412,"['아빠', '회사', '가', '명동', '에', '있다', '주말', '에', '놀다', '간', '적', '이', '있다']",10
6413,"['고모', '랑', '주말', '때', '마다', '레고', '하다', '게', '너무', '재밌다']",10
6414,"['저', '랑', '제', '동생', '은', '쌍둥이', '에요']",10
6415,"['삼촌', '은', '기타', '를', '자다', '치다']",10
6416,"['할머니', '는', '희다', '머리', '가', '많다', '염색', '을', '해', '요']",10
6417,"['나', '는', '동생', '이', '가끔', '미우다', '때', '가', '있다']",10
6418,"['삼촌', '이랑', '레고', '만들다', '게', '좋다']",10
6419,"['이모', '집', '에', '가면', '제', '가', '좋아하다', '사촌', '들', '과', '놀', '수', '있다', '벌써', '부터', '기대', '돼다']",10
6420,"['엄마', '는', '저', '한테', '항상', '양보', '하', '라고', '하다', '동생', '편', '만', '들다']",10
6421,"['우리', '집다', '고양이', '를', '키우다']",10
6422,"['저', '도', '아빠', '닮다', '그렇다', '키', '가', '크다']",10
6423,"['아빠', '는', '주말', '에', '저', '랑', '자다', '놀다']",10
6424,"['삼촌', '방', '에', '가면', '컴퓨터', '가', '크다', '게', '있다']",10
6425,"['이모', '는', '중학교', '영어', '선생님', '이에요']",10
6426,"['우리', '집', '에는', '이모', '가', '주신', '고양이', '두', '마리', '가', '있다']",10
6427,"['엄마', '가', '티비', '보다', '되다', '진짜']",10
6428,"['고모', '랑', '게임', '하다', '게', '재밌다']",10
6429,"['(', 'NO', ':', '저희', '는', '할머니', '랑', '같이', '살다', ')']",10
6430,"['고모', '가', '열', '살때', '생일', '선물', '로', '제', '가', '제일', '갖다', '싶다', '하다', '레고', '를', '사주다']",10
6431,"['우리', '할머니', '는', '요리', '를', '자다', '해', '요']",10
6432,"['삼촌', '이', '이번', '주말', '에', '숙모', '가', '되다', '분과', '같이', '오다', '하다']",10
6433,"['할머니', '네', '집', '근처', '에', '바다', '가', '있다', '자주', '놀다', '가요']",10
6434,"['내', '동생', '은', '유치원', '다니다']",10
6435,"['우리', '가족', '은', '엄마', '아빠', '나', '세', '명', '이', '요']",10
6436,"['저', '랑', '제', '동생', '은', '세', '살', '차이', '가', '나요']",10
6437,"['할아버지', '랑', '문구점', '같이', '가기', '로', '약속', '하다']",10
6438,"['엄마', '뱃속', '에', '동생', '이', '있다', '다음', '날', '에', '동생', '이', '태어나다']",10
6439,"['조립', '하다', '어렵다', '레고', '도', '고모', '가', '척척', '만들다', '줄다']",10
6440,"['엄마', '가', '학교', '에', '데리다', '오다', '때', '가', '너무', '기다리다']",10
6441,"['삼촌', '은', '내', '가', '말', '하다', '거', '다', '만들다', '주다']",10
6442,"['삼촌', '이', '오시', '면', '제', '방', '에서', '같이', '게임', '하다']",10
6443,"['저', '는', '남동생', '하다', '명', '있다']",10
6444,"['할아버지', '는', '희다', '머리', '가', '많다', '눈', '이', '나쁘다', '안경', '을', '써다']",10
6445,"['우리', '가족', '은', '네', '명', '이에요']",10
6446,"['여름', '방학', '때', '울산', '이모', '네', '집', '에', '놀다', '갈다', '거', '에요']",10
6447,"['저', '는', '할머니', '외할아버지', '랑', '같이', '살다']",10
6448,"['할아버지', '는', '머리', '가', '하', '얘', '요']",10
6449,"['우리', '집', '에', '강', '아', '(', 'SP', ':', '지다', ')', '두', '마리', '있다']",10
6450,"['우리', '아빠', '는', '회사원', '이에요']",10
6451,"['저희', '는', '말티즈', '하다', '마리', '를', '키우다']",10
6452,"['하다', '달', '에', '하다', '번', '수원', '할머니', '네', '집', '에', '가요']",10
6453,"['할머니', '는', '희다', '머리', '가', '많다']",10
