,0,1,2,3,4
6025,264109,시끄럽게 떠들고 얄미워 ,8,여,가족에 대해 말하기
6026,264113,할아버지는 머리가 하얘요 ,8,여,가족 소개하기
6027,264115,이 책 다 봤어 이제 내가 봐도 돼,8,여,가정
6028,264123,아빠는 저랑 동생한테 장난을 많이 (NO:쳐요 ),8,여,가족 소개하기
6029,264124,고모랑 게임하는 게 재밌어요 ,8,여,가족 소개하기
6030,264126,삼촌이 이번 주말에 숙모가 되실 분과 같이 오신다고 하셨어요 ,8,여,가족 소개하기
6031,264128,삼촌이 오시면 제 방에서 같이 게임해요 ,8,여,가족 소개하기
6032,264132,나 숙제해야 해 방해하지 마 ,8,여,가정
6033,264140,우리 가족은 네 명이야 ,8,여,가족에 대해 말하기
6034,264144,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,8,여,가족 소개하기
6035,264145,삼촌은 나이가 서른 살이 넘었는데 결혼은 하지 않았어요 ,8,여,가족 소개하기
6036,264147,제 동생은 제 물건을 자꾸 가져가요 ,8,여,가족 소개하기
6037,264150,저희는 몰티즈 한 마리를 키워요 ,8,여,가족 소개하기
6038,264155,삼촌 방에 가면 컴퓨터가 큰 게 있어요 ,8,여,가족 소개하기
6039,264158,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,8,여,가족 소개하기
6040,264161,이모 집에 가면 제가 좋아하는 사촌들과 놀 수 있어서 벌써 부터 기대돼요 ,8,여,가족 소개하기
6041,264168,우리 아빠는 회사원이에요,8,여,가족 소개하기
6042,264169,이모는 저랑 잘 놀아 줘요 ,8,여,가족 소개하기
6043,264170,할아버지랑 문구점 같이 가기로 약속했어요 ,8,여,가족 소개하기
6044,264172,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,8,여,가족 소개하기
6045,264177,할머니는 아직도 저를 애기라고 불러요,8,여,가족 소개하기
6046,264182,할머니네 집 근처에 바다가 있어서 자주 놀러가요 ,8,여,가족 소개하기
6047,264184,삼촌은 내가 말하는 거 다 만들어 줘요 ,8,여,가족 소개하기
6048,264186,너 숙제 다했어 게임해도 돼,8,여,가정
6049,264188,고모랑 주말마다 레고하는 게 너무 재미있어요 ,8,여,가족 소개하기
6050,264189,우리 아빠는 웃음 소리가 되게 커요,8,여,가족 소개하기
6051,264194,저는 남동생이 한 명 있어요 ,8,여,가족 소개하기
6052,264197,맨날 내 말 따라하고 공부하는데 방해해 ,8,여,가족에 대해 말하기
6053,264198,제 동생은 제 말 잘 안 들어요 ,8,여,가족 소개하기
6054,264199,놀이터 갈래 엄마한테 물어봐 ,8,여,가정
6055,264200,우리 집에 강아지가 두 마리 있어요 ,8,여,가족 소개하기
6056,264201,엄마가 티브이 봐도 된데 진짜,8,여,가정
6057,264207,할머니 집에 놀러갈 때마다 제가 좋아하는 음식을 많이 만들어 주세요 ,8,여,가족 소개하기
6058,264209,여름 방학 때 울산 이모집에 놀러갈 거예요 ,8,여,가족 소개하기
6059,264214,삼촌은 기타를 잘 쳐요 ,8,여,가족 소개하기
6060,264217,할아버지는 책 보실 때 돋보기를 써요 ,8,여,가족 소개하기
6061,264220,맛있어 나도 한 입만 ,8,여,가정
6062,264221,엄마가 학교에 데리러 오실 때가 너무 기다려져요 ,8,여,가족 소개하기
6063,264225,할머니는 흰머리가 많으셔서 염색을 해요  ,8,여,가족 소개하기
6064,264226,우리 엄마는 키가 작고 안경을 썼어요,8,여,가족 소개하기
6065,264229,저는 엄마도 좋고 아빠도 좋아요 ,8,여,가족 소개하기
6066,264230,밥 먹고 하래 이거 다 정리해 ,8,여,가정
6067,264232,엄마랑 삼촌은 남매 사이래요 ,8,여,가족 소개하기
6068,264237,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,8,여,가족 소개하기
6069,264238,일학년 때는 아빠가 아침에 학교갈 때 같이 갔어요,8,여,가족 소개하기
6070,264244,저는 할머니 외할아버지랑 같이 살아요 ,8,여,가족 소개하기
6071,264249,우리 할머니는 시골에 사셔  ,8,여,가족에 대해 말하기
6072,264251,우리 아빠는 키가 커요 ,8,여,가족 소개하기
6073,264257,동생이 생기면 잘해 줄 거예요 ,8,여,가족 소개하기
6074,264264,엄마는 게임하는 걸 싫어하는데 이모 집에 가면 게임을 실컷 할 수 있어요 ,8,여,가족 소개하기
6075,264266,고모가 열 살 생일 선물로 제가 제일 갖고 싶었던 레고를 사주셨어요,8,여,가족 소개하기
6076,264270,우리 엄마가 세상에서 제일 예뻐요 ,8,여,가족 소개하기
6077,264271,저희는 할머니랑 같이 살아요 ,8,여,가족 소개하기
6078,264272,엄마는 저한테 항상 양보하라고 하고 동생 편만 들어요 ,8,여,가족 소개하기
6079,264275,나도 보여줘 한번만 해 보자 ,8,여,가정
6080,264279,이거 내 거잖아 만지지 마 ,8,여,가정
6081,264285,나도 할래 나도 해보고 싶어,8,여,가정
6082,264286,우리 가족은 엄마 아빠 나 세 명이요,8,여,가족 소개하기
6083,264289,나 이거 볼 거야 조용히 해 ,8,여,가정
6084,264291,엄마 뱃속에 동생이 있어요 다음 달에 동생이 태어나요 ,8,여,가족 소개하기
6085,264296,나 지금 숙제하고 있잖아,8,여,가정
6086,264301,우리 삼촌은 베트남에 있어,8,여,가족에 대해 말하기
6087,264304,삼촌이랑 레고 만드는 게 좋아요 ,8,여,가족 소개하기
6088,264307,고모네 집은 우리 집이랑 가까워서 자주 놀러가요 ,8,여,가족 소개하기
6089,264309,우리집은 고양이를 키워요 ,8,여,가족 소개하기
6090,264322,저는 엄마가 제일 좋아요,8,여,가족 소개하기
6091,264325,저는 동생이 가끔 미울 때가 있어요 ,8,여,가족 소개하기
6092,264326,우리 아빠는 은행에서 일해 ,8,여,가족에 대해 말하기
6093,264327,할머니는 흰머리가 많아요 ,8,여,가족 소개하기
6094,264335,너 지금 나 때렸냐 엄마한테 이를 거야 ,8,여,가정
6095,264338,저랑 제 동생은 쌍둥이에요 ,8,여,가족 소개하기
6096,264340,엄마가 자전거 어떻게 타는지 가르쳐 줬어요 ,8,여,가족 소개하기
6097,264342,이모는 중학교 영어 선생님이에요 ,8,여,가족 소개하기
6098,264345,나는 여동생이 있어,8,여,가족에 대해 말하기
6099,264348,우리 엄마는 화장 안 해도 예뻐요 ,8,여,가족 소개하기
6100,264896,(NO:)내 동생은(NO:) 겨울에 태어났어요 (NO:),9,여,가족 생일
6101,264899,이모네 갈 거예요 이모부 생신이래요,9,여,가족 생일
6102,264905,할머니 생신은 다음 (NO:달이래요) ,9,여,가족 생일
6103,264915,이모 생일이어서 케이크 샀어요 ,9,여,가족 생일
6104,264921,다음 주에 할아버지 (SP:생신이에요) ,9,여,가족 생일
6105,264930,오늘은 우리 엄마 생일이에요 ,9,여,가족 생일
6106,264933,그저께 할아버지 생신 파티했어요 ,9,여,가족 생일
6107,264936,어제가(NO:) 우리 아빠 (NO:)생일이었어요 ,9,여,가족 생일
6108,264937,내일 내 동생 생일이에요 ,9,여,가족 생일
6109,264938,제 생일은 시 월이에요  ,9,여,가족 생일
6110,264939,(SN:엄마) 생일에 맛있는 거 먹으러 갈 거래요 ,9,여,가족 생일
6111,264940,어제 할머니 생신이셔서 파티했어요 ,9,여,가족 생일
6112,264957,이번주 토요일은 (NO:아빠) 생일이에요 ,9,여,가족 생일
6113,264959,아빠 생일이어서 생일카드 썼어요 ,9,여,가족 생일
6114,264962,조립하기 어려운 레고도 고모는 척척 만들어 주세요 ,9,여,가족 소개하기
6115,264964,고모가 열 살 생일 선물로 제가 제일 갖고 싶었던 레고를 사주셨어요,9,여,가족 소개하기
6116,264965,삼촌은 나이가 서른 살이 넘었는데 결혼은 하지 않았어요 ,9,여,가족 소개하기
6117,264966,우리집은 고양이를 키워요 ,9,여,가족 소개하기
6118,264969,밥 먹고 하래 이거 다 정리해 ,9,여,가정
6119,264970,이모는 중학교 영어 선생님이에요 ,9,여,가족 소개하기
6120,264971,나도 몰라 엄마한테 물어 봐 ,9,여,가정
6121,264975,나 숙제해야 해 방해하지 마 ,9,여,가정
6122,264992,나 이거 볼 거야 조용히 해 ,9,여,가정
6123,265001,우리 이모는 미국 살아,9,여,가족에 대해 말하기
6124,265008,나도 할래 나도 해보고 싶어,9,여,가정
6125,265012,제 동생은 제 말을 잘 안 들어요 ,9,여,가족 소개하기
6126,265031,엄마가 밥 먹으래 빨리 나와 ,9,여,가정
6127,265034,이거 내 거잖아 만지지 마 ,9,여,가정
6128,265039,저는 엄마도 좋고 아빠도 좋아요 ,9,여,가족 소개하기
6129,265043,삼촌이 오시면 제 방에서 같이 게임해요 ,9,여,가족 소개하기
6130,265049,삼촌 방에 가면 컴퓨터가 큰 게 있어요 ,9,여,가족 소개하기
6131,265051,저랑 제 동생은 쌍둥이에요 ,9,여,가족 소개하기
6132,265056,아빠는 주말에 저랑 잘 놀아주세요 ,9,여,가족 소개하기
6133,265060,맛있어 나도 한 입만 ,9,여,가정
6134,265062,엄마가 티비 봐도 된데 진짜,9,여,가정
6135,265067,우리 할머니는 시골에 사셔  ,9,여,가족에 대해 말하기
6136,265068,우리 아빠는 은행에서 일해 ,9,여,가족에 대해 말하기
6137,265073,삼촌이랑 레고 만드는 게 좋아요 ,9,여,가족 소개하기
6138,265074,시끄럽게 떠들고 얄미워 ,9,여,가족에 대해 말하기
6139,265075,저랑 제 동생은 세 살 차이가 나요 ,9,여,가족 소개하기
6140,265080,우리 아빠는 회사원이에요,9,여,가족 소개하기
6141,265086,나는 주말에 아빠랑 캐치볼을 해  ,9,여,가족에 대해 말하기
6142,265090,이모는 게임하는 걸 싫어하는데 이모 집에 가면 게임을 실컷 할 수 있어요 ,9,여,가족 소개하기
6143,265103,저는 여동생이 두 명 있어요 ,9,여,가족 소개하기
6144,265116,저는 남동생이 한 명 있어요 ,9,여,가족 소개하기
6145,265120,동생이 생기면 잘해 줄 거예요 ,9,여,가족 소개하기
6146,265121,저는 엄마가 제일 좋아요,9,여,가족 소개하기
6147,265127,할아버지는 머리가 하얘요 ,9,여,가족 소개하기
6148,265128,삼촌은 기타를 잘 쳐요 ,9,여,가족 소개하기
6149,265135,할아버지는 책을 보실 때 돋보기를 써요 ,9,여,가족 소개하기
6150,265137,나 지금 숙제하고 있잖아,9,여,가정
6151,265138,저는 동생한테 재미있는 동화책을 자주 읽어줘요 ,9,여,가족 소개하기
6152,265145,할머니네 집 근처에 바다가 있어서 자주 놀러가요 ,9,여,가족 소개하기
6153,265173,저희는 할머니랑 같이 살아요 ,9,여,가족 소개하기
6154,265174,우리 집에 강아지가 두 마리 있어요 ,9,여,가족 소개하기
6155,265183,저는 동생이 가끔 미울 때가 있어요 ,9,여,가족 소개하기
6156,265188,나는 여동생이 있어,9,여,가족에 대해 말하기
6157,265194,한 달에 한 번 수원 할머니네 집에 가요 ,9,여,가족 소개하기
6158,265199,우리 가족은 엄마 아빠 나 세 명이에요,9,여,가족 소개하기
6159,265203,너 숙제 다했어 게임해도 돼,9,여,가정
6160,265209,이모는 저랑 잘 놀아 줘요 ,9,여,가족 소개하기
6161,265213,여름 방학 때 울산 이모집에 놀러갈 거에요 ,9,여,가족 소개하기
6162,265214,우리 엄마가 세상에서 제일 예뻐요 ,9,여,가족 소개하기
6163,265215,삼촌은 내가 말하는 거 다 들어 줘요 ,9,여,가족 소개하기
6164,265220,할머니는 흰머리가 많아요 ,9,여,가족 소개하기
6165,265223,맨날 내 말 따라하고 공부하는데 방해해 ,9,여,가족에 대해 말하기
6166,265224,저는 할머니 외할아버지랑 같이 살아요 ,9,여,가족 소개하기
6167,265234,너 지금 나 때렸냐 엄마한테 이를 거야 ,9,여,가정
6168,265237,(NO:우리 가족은 네 명이에요 ),9,여,가족 소개하기
6169,265248,삼촌이 이번 주말에 숙모가 되실 분과 같이 오신다고 하셨어요 ,9,여,가족 소개하기
6170,265259,우리 삼촌은 베트남에 있어,9,여,가족에 대해 말하기
6171,265262,이 책 다 봤어 이제 내가 봐도 돼,9,여,가정
6172,265268,놀이터 갈래 엄마한테 물어봐 ,9,여,가정
6173,265271,고모랑 주말마다 레고하는 게 너무 재미있어요 ,9,여,가족 소개하기
6174,265279,내 동생은 유치원 다녀요 ,9,여,가족 소개하기
6175,265280,할머니는 흰머리가 많으셔서 염색을 해요  ,9,여,가족 소개하기
6176,265282,할아버지랑 문구점 같이 가기로 약속했어요 ,9,여,가족 소개하기
6177,265289,우리 엄마는 선생님이야 ,9,여,가족에 대해 말하기
6178,265290,이모 집에 (NO:가면) 제가 좋아하는 삼촌들과 놀 수 있어서 벌써 부터 기대되요 ,9,여,가족 소개하기
6179,265300,우리 가족은 네 명이야 ,9,여,가족에 대해 말하기
6180,265303,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,9,여,가족 소개하기
6181,265319,엄마가 학교에 데리러 오실 때가 너무 기다려져요 ,9,여,가족 소개하기
6182,265325,우리 집에는 이모가 주신 고양이가 두 마리 있어요 ,9,여,가족 소개하기
6183,265329,고모랑 게임하는 게 재밌어요 ,9,여,가족 소개하기
6184,265331,저희는 말티즈 한 마리를 키워요 ,9,여,가족 소개하기
6185,265755,이 책 다 봤어 이제 내가 봐도 돼,8,여,가정
6186,265784,나 지금 숙제하고 있잖아,8,여,가정
6187,265788,(SP:어)제가 우(SP:리) 아빠 생일이었어요 ,8,여,가족 생일
6188,265789,오늘은 우리 엄마 생일이에요 ,8,여,가족 생일
6189,265790,(SP:내)일 내 동생 생일이에요 ,8,여,가족 생일
6190,265810,어제 할머니 생신이셔서 파티했어요 ,8,여,가족 생일
6191,265814,그저께 할아버지 생신 파티했어요 ,8,여,가족 생일
6192,265822,나 숙제해야 해 방해하지 마 ,8,여,가정
6193,265823,내 동생은 겨울에 태어났어요 ,8,여,가족 생일
6194,265841,(SP:밥) 먹고 하래 이거 다 정리해 ,8,여,가정
6195,265848,엄마 생일에 맛있는 거 먹으러 갈 거래요 ,8,여,가족 생일
6196,265853,(SP:제) 생일은 시월이에요  ,8,여,가족 생일
6197,265862,나도 할래 나도 (SP:해)보고 싶어,8,여,가정
6198,265903,나도 보여줘 한번만 해 보자 ,8,여,가정
6199,265905,이모 생일이어서 케이크 샀어요 ,8,여,가족 생일
6200,265977,(SP:이)모네 갈 거예요 이모부 (SP:생)신이래요,8,여,가족 생일
6201,265983,너 숙제 다했어 게임해도 돼,8,여,가정
6202,266014,다음 주에 할아버지 생신이래요 ,8,여,가족 생일
6203,266019,할머니 생신은 다음 달이래요 ,8,여,가족 생일
6204,266023,나 이거 볼 거야 조용히 해 ,8,여,가정
6205,266037,엄마가 밥 먹으래 빨리 나와 ,8,여,가정
6206,266100,너 지금 나 때렸냐 엄마한테 이를 거야 ,8,여,가정
6207,266102,아빠 생일이어서 생일카드 썼어요 ,8,여,가족 생일
6208,266107,엄마가 티비 봐도 된대 진짜,8,여,가정
6209,266114,나도 몰라 엄마한테 물어 봐 ,8,여,가정
6210,266123,이번주 토요일은 아빠 생일이에요 ,8,여,가족 생일
6211,266152,이거 내 거잖아 만지지 마 ,8,여,가정
6212,266162,맛있어 나도 한 입만 ,8,여,가정
6213,266181,놀이터 갈래 엄마한테 물어봐 ,8,여,가정
6214,266195,우리 아빠는 회사원이에요,8,여,가족 소개하기
6215,266200,할머니는 아직도 저를 애기라고 불러요,8,여,가족 소개하기
6216,266204,할아버지는 머리가 하얘요 ,8,여,가족 소개하기
6217,266207,엄마가 자전거 어떻게 타는지 가르쳐 줬어요 ,8,여,가족 소개하기
6218,266208,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,8,여,가족 소개하기
6219,266213,고모네 집은 우리 집이랑 (SP:하)가까워서 자주 놀러가요 ,8,여,가족 소개하기
6220,266214,삼촌이 오시면 제 방에서 같이 게임해요 ,8,여,가족 소개하기
6221,266216,이모는 저랑 잘 놀아 줘요 ,8,여,가족 소개하기
6222,266221,삼촌은 기타를 잘 쳐요 ,8,여,가족 소개하기
6223,266223,고모랑 게임하는 게 재밌어요 ,8,여,가족 소개하기
6224,266224,저랑 제 동생은 쌍둥이예요 ,8,여,가족 소개하기
6225,266225,우리 아빠는 은행에서 일해 ,8,여,가족에 대해 말하기
6226,266228,우리 엄마가 세상에서 제일 예뻐요 ,8,여,가족 소개하기
6227,266231,동생이 생기면 잘해 줄 거예요 ,8,여,가족 소개하기
6228,266232,내 동생은 맨날 귀찮게 졸졸 쫓아 다녀,8,여,가족에 대해 말하기
6229,266233,우리 엄마는 키가 작고 안경을 썼어요,8,여,가족 소개하기
6230,266234,빠랑 자기 전에 침대에서 (SP:읽) 책읽는 게 좋아요 ,8,여,가족 소개하기
6231,266236,존은 딸이 둘이 있는데 둘이 쌍둥이예요,8,여,가족 소개하기
6232,266241,저희는 할머니랑 같이 살아요 ,8,여,가족 소개하기
6233,266246,우리 가족은 엄마 아빠 나 세 명이요,8,여,가족 소개하기
6234,266248,이모 집에 가면 제가 좋아하는 사촌들과 놀 수 있어서 벌써 부터 기대돼요 ,8,여,가족 소개하기
6235,266249,제 동생은 제 말을 잘 안 들어요 ,8,여,가족 소개하기
6236,266252,삼촌 방에 가면 컴(SP:퓨)터가 큰 게 있어요 ,8,여,가족 소개하기
6237,266254,그래서 이름 부를 때 맨날 헷갈려요 ,8,여,가족 소개하기
6238,266264,우리 삼촌은 베트남에 있어,8,여,가족에 대해 말하기
6239,266267,우리 집에는 이모가 주신 고양이가 두 마리 있어요 ,8,여,가족 소개하기
6240,266269,엄마는 게임하는 걸 싫어하는데 이모 집에 가면 게임을 실컷 할 수 있어요 ,8,여,가족 소개하기
6241,266272,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,8,여,가족 소개하기
6242,266273,저는 엄마가 제일 좋아요,8,여,가족 소개하기
6243,266274,할머니 댁에 가면 맛있는 걸 많이 먹을 수 있어서 좋아요,8,여,가족 소개하기
6244,266275,할아버지랑 문구점 같이 가기로 약속했어요 ,8,여,가족 소개하기
6245,266276,엄마랑 삼촌은 남매 사이래요 ,8,여,가족 소개하기
6246,266281,고모네 집에 가면 사촌 동생이랑 같이 놀고 재밌어요,8,여,가족 소개하기
6247,266289,여름 방학에 울산 이모 집에 놀러갈 거예요 ,8,여,가족 소개하기
6248,266290,우리 할머니가 (SP:이 )이 모자 뜨개질로 만드신 거예요 ,8,여,가족 소개하기
6249,266291,이모는 엄마보다 나이가 많은데 엄마랑 많이 닮았어요,8,여,가족 소개하기
6250,266292,우리 집에 강아지가 두 마리 있어요 ,8,여,가족 소개하기
6251,266294,한 달에 한 번 수원 할머니네 집에 가요 ,8,여,가족 소개하기
6252,266297,할아버지는 책을 보실 때 돋보기를 써요 ,8,여,가족 소개하기
6253,266299,아빠는 저랑 동생한테 장난을 많이 쳐요 ,8,여,가족 소개하기
6254,266303,우리 가족은 네 명이에요 ,8,여,가족 소개하기
6255,266306,아빠 회사가 명동에 있는데 주말에 놀러간 적 있어요 ,8,여,가족 소개하기
6256,266308,이모는 중학교 영어 선생님이에요 ,8,여,가족 소개하기
6257,266309,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,8,여,가족 소개하기
6258,266311,저도 아빠 닮아서 그런지 키가 커요 ,8,여,가족 소개하기
6259,266312,내동생은 유치원 다녀요 ,8,여,가족 소개하기
6260,266313,엄마 뱃속에 동생이 있어요 다음 달에 동생이 태어나요 ,8,여,가족 소개하기
6261,266315,할머니는 흰머리가 많으셔서 염색을 해요  ,8,여,가족 소개하기
6262,266316,삼촌은 나이가 서른 살이 넘었는데 결혼은 하지 않았어요 ,8,여,가족 소개하기
6263,266317,우리 이모는 미국 사아,8,여,가족에 대해 말하기
6264,266318,일학년 때는 아빠가 아침에 학교갈 때 같이 갔어요,8,여,가족 소개하기
6265,266319,(SP:저)는 엄마도 좋고 아빠도 좋아요 ,8,여,가족 소개하기
6266,266320,삼촌이 이번 주말에 숙모가 되실 분과 같이 오신다고 하셨어요 ,8,여,가족 소개하기
6267,266321,조립하기 어려운 레고도 고모가 척척 만들어 주세요 ,8,여,가족 소개하기
6268,266322,삼촌은 내가 말하는 거 다 만들어 줘요 ,8,여,가족 소개하기
6269,266324,저는 할머니 외할아버지랑 같이 살아요 ,8,여,가족 소개하기
6270,266328,아빠는 주말에 저랑 잘 놀아주세요 ,8,여,가족 소개하기
6271,266335,삼촌이랑 레고 만드는 게 좋아요 ,8,여,가족 소개하기
6272,266336,나는 주말에 아빠랑 캐치볼을 해  ,8,여,가족에 대해 말하기
6273,266339,고모는 우리 아빠한테 오빠라고 불러요 ,8,여,가족 소개하기
6274,266341,우리 엄마는 화장 안 해도 예뻐요 ,8,여,가족 소개하기
6275,266342,우리 할머니는 요리를 잘 하세요 ,8,여,가족 소개하기
6276,266343,제 동생은 제 물건을 자꾸 가져가요 ,8,여,가족 소개하기
6277,266346,고모가 열 살 생일 선물로 제가 제일 갖고 싶었던 레고를 사주셨어요,8,여,가족 소개하기
6278,266347,할머니 집에 놀러갈 때마다(SN:) 제가 좋아하는 음식을 많이 만들어 주세요 ,8,여,가족 소개하기
6279,266351,저랑 제 동생은 세 살 차이가 나요 ,8,여,가족 소개하기
6280,266353,저는 남동생이 한 명 있어요 ,8,여,가족 소개하기
6281,266358,우리 할머니는 시골에 사셔  ,8,여,가족에 대해 말하기
6282,266362,맨날 내 말 따라하고 공부하는데 방해해 ,8,여,가족에 대해 말하기
6283,266363,고모랑 주말마다 레고하는 게 너무 재미있어요 ,8,여,가족 소개하기
6284,266364,저는 여동생이 두 명 있어요 ,8,여,가족 소개하기
6285,266366,우리집은 고양이를 키워요 ,8,여,가족 소개하기
6286,266367,엄마가 학교에 데리러 오실 때가 너무 기다려(SP:져요) ,8,여,가족 소개하기
6287,266373,나는 여동생이 있어,8,여,가족에 대해 말하기
6288,266377,할머니는 흰머리가 많아요 ,8,여,가족 소개하기
6289,266378,저희는 말티즈 한 마리를 키워요 ,8,여,가족 소개하기
6290,266381,우리 아빠는 웃음 소리가 되게 커요,8,여,가족 소개하기
6291,266384,저는 동생이 가끔 미울 때가 있어요 ,8,여,가족 소개하기
6292,266386,이모는 강아지를 세 마리나 키우는데 엄청 귀여워요 ,8,여,가족 소개하기
6293,266390,우리 아빠는 키가 커요 ,8,여,가족 소개하기
6294,266392,할머니네 집 근처에 바다가 있어서 자주 놀러가요 ,8,여,가족 소개하기
6295,266394,저는 동생한테 재미있는 동화책을 자주 읽어줘요 ,8,여,가족 소개하기
6296,267632,다음 주에 할아버지 생신이래요 ,8,여,가족 생일
6297,267647,이모네 갈 거예요 이모부 생신이래요,8,여,가족 생일
6298,267669,그저께 할아버지 생신 파티했어요 ,8,여,가족 생일
6299,267679,엄마 생일에 맛있는 거 먹으러 갈 거래요 ,8,여,가족 생일
6300,267713,어제가 우리 아빠 생일이었어요 ,8,여,가족 생일
6301,267756,내 동생은 겨울에 태어났어요 ,8,여,가족 생일
6302,267807,오늘은 우리 엄마 생일이에요 ,8,여,가족 생일
6303,267834,어제 할머니 생신이셔서 파티했어요 ,8,여,가족 생일
6304,267835,이번주 토요일은 아빠 생일이에요 ,8,여,가족 생일
6305,267849,제 생일은 시 월이에요  ,8,여,가족 생일
6306,267916,내일 내 동생 생일이에요 ,8,여,가족 생일
6307,268039,할머니 생신은 다음 달이래요 ,8,여,가족 생일
6308,268065,이모 생일이어서 케이크 샀어요 ,8,여,가족 생일
6309,268066,아빠 생일이어서 생일카드 썼어요 ,8,여,가족 생일
6310,268069,엄마가 학교에 데리러 오실 때가 너무 기다려져요 ,8,여,가족 소개하기
6311,268071,우리 엄마는 선생님이야 ,8,여,가족에 대해 말하기
6312,268074,나 이거 볼 거야 조용히 해 ,8,여,가정
6313,268075,엄마가 티비 봐도 된대 진짜,8,여,가정
6314,268083,우리 삼촌은 베트남에 있어,8,여,가족에 대해 말하기
6315,268085,저는 엄마도 좋고 아빠도 좋아요 ,8,여,가족 소개하기
6316,268091,우리 집에 강아지가 두 마리 있어요 ,8,여,가족 소개하기
6317,268093,우리 할머니가 이 모자 뜨개질로 만드신 거예요 ,8,여,가족 소개하기
6318,268094,아빠는 주말에 저랑 잘 놀아주세요 ,8,여,가족 소개하기
6319,268098,쌍둥이라서 그런지 둘이 정말 똑같이 생겼어요,8,여,가족 소개하기
6320,268099,엄마가 밥 먹으래 빨리 나와 ,8,여,가정
6321,268100,놀이터 갈래 엄마한테 물어봐 ,8,여,가정
6322,268109,맨날 내 말 따라하고 공부하는데 방해해 ,8,여,가족에 대해 말하기
6323,268113,고모가 열 살 생일 선물로 제가 제일 갖고 싶었던 레고를 사주셨어요,8,여,가족 소개하기
6324,268122,엄마 뱃속에 동생이 있어요 다음 달에 동생이 태어나요 ,8,여,가족 소개하기
6325,268124,저는 할머니 외할아버지랑 같이 살아요 ,8,여,가족 소개하기
6326,268126,삼촌은 딸이 두 명 있는데 둘이 쌍둥이예요,8,여,가족 소개하기
6327,268127,할머니는 흰머리가 많으셔서 염색을 해요  ,8,여,가족 소개하기
6328,268131,할아버지는 머리가 하얘요 ,8,여,가족 소개하기
6329,268137,우리 엄마는 키가 작고 안경을 썼어요,8,여,가족 소개하기
6330,268139,고모네 집은 우리 집이랑 가까워서 자주 놀러가요 ,8,여,가족 소개하기
6331,268145,나 지금 숙제하고 있잖아,8,여,가정
6332,268146,제 동생은 제 물건을 자꾸 가져가요 ,8,여,가족 소개하기
6333,268147,저는 엄마가 제일 좋아요,8,여,가족 소개하기
6334,268152,할머니 집에 놀러갈 때마다 제가 좋아하는 음식을 많이 만들어 주세요 ,8,여,가족 소개하기
6335,268155,할아버지는 흰머리가 많으시고 눈이 나쁘셔서 안경을 써요 ,8,여,가족 소개하기
6336,268160,동생이 생기면 잘해 줄 거예요 ,8,여,가족 소개하기
6337,268165,한 달에 한 번 수원 할머니네 집에 가요 ,8,여,가족 소개하기
6338,268166,엄마가 자전거 어떻게 타는지 가르쳐 줬어요 ,8,여,가족 소개하기
6339,268168,삼촌이랑 레고 만드는 게 좋아요 ,8,여,가족 소개하기
6340,268170,이모는 저랑 잘 놀아 줘요 ,8,여,가족 소개하기
6341,268174,고모랑 게임하는 게 재미있어요 ,8,여,가족 소개하기
6342,268175,우리 가족은 엄마 아빠 나 세 명이요,8,여,가족 소개하기
6343,268181,우리집은 고양이를 키워요 ,8,여,가족 소개하기
6344,268182,삼촌이 오시면 제 방에서 같이 게임해요 ,8,여,가족 소개하기
6345,268187,조립하기 어려운 레고도 고모가 척척 만들어 주세요 ,8,여,가족 소개하기
6346,268188,저희는 할머니랑 같이 살아요 ,8,여,가족 소개하기
6347,268196,저는 여동생이 두 명 있어요 ,8,여,가족 소개하기
6348,268199,할머니네 집 근처에 바다가 있어서 자주 놀러가요 ,8,여,가족 소개하기
6349,268200,나도 할래 나도 해보고 싶어,8,여,가정
6350,268202,삼촌 방에 가면 컴퓨터가 큰 게 있어요 ,8,여,가족 소개하기
6351,268206,할아버지 댁은 바닷가라서 여름에 가면 물놀이를 하고 놀아요,8,여,가족 소개하기
6352,268210,고모네 집에 가면 사촌 동생이랑 같이 놀고 재밌어요,8,여,가족 소개하기
6353,268211,우리 가족은 네 명이에요 ,8,여,가족 소개하기
6354,268213,여름 방학 때 울산 이모집에 놀러갈 거에요 ,8,여,가족 소개하기
6355,268224,아빠랑 자기 전에 침대에서 책읽는 게 좋아요 ,8,여,가족 소개하기
6356,268225,너 지금 나 때렸냐 엄마한테 이를 거야 ,8,여,가정
6357,268226,우리 아빠는 키가 커요 ,8,여,가족 소개하기
6358,268233,내동생은 유치원 다녀요 ,8,여,가족 소개하기
6359,268235,할머니는 흰머리가 많아요 ,8,여,가족 소개하기
6360,268237,우리 아빠는 은행에서 일해 ,8,여,가족에 대해 말하기
6361,268242,저도 아빠 닮아서 그런지 키가 커요 ,8,여,가족 소개하기
